post_id,city,price,beds,baths,sqft
pre2013_118540,san jose,1895,2,3,1670
pre2013_113753,san jose,1299,1,1,1050
pre2013_113751,san jose,1499,3,2,1400
4611938558,san jose,1675,2,2,1083
pre2013_114521,san jose,1595,2,2,1100
4678162565,san jose,2850,3,2.5,1700
4678105553,san jose,2935,2,2,1205
5741052179,san jose,2694,1,1,778
pre2013_22478,san jose,2195,3,1.5,1200
pre2013_55820,san jose,2300,3,2,1300
pre2013_55837,san jose,2300,4,2,1382
pre2013_35935,san jose,1635,2,2,832
pre2013_23991,san jose,2200,3,1,1518
6331674917,san jose,2455,0,1,607
pre2013_39503,san jose,1995,2,2,1400
pre2013_39481,san jose,2400,3,2.5,1400
5403443247,san jose,2950,3,2,1216
pre2013_39925,san jose,1950,2,2,1147
5628006039,san jose,3238,2,2,1276
4656245993,san jose,3100,3,2.5,1900
pre2013_42849,san jose,1950,3,1.5,1200
pre2013_64092,san jose,2400,3,2.5,1270
pre2013_65295,san jose,1662,1,1,836
pre2013_46306,san jose,2280,3,2,1500
pre2013_12872,san jose,2390,3,3,1376
pre2013_49576,san jose,800,2,1,1050
5429859477,san jose,1750,1,1,600
5397450053,san jose,2850,2,2,925
5429734371,san jose,3250,3,1.5,1100
pre2013_15096,san jose,2100,3,2,1400
pre2013_51902,san jose,1880,2,2,983
pre2013_36374,san jose,2400,3,2,1400
4261512099,san jose,2583,3,1,1438
pre2013_38731,san jose,2850,4,2.5,2200
pre2013_53434,san jose,2480,2,2,966
pre2013_39106,san jose,1800,3,1.5,1240
4611704090,san jose,1450,1,1,600
pre2013_18571,san jose,1840,1,1,620
5626583804,san jose,3600,4,4,1738
pre2013_19248,san jose,1650,2,2,832
pre2013_41609,san jose,2350,4,2.5,1700
pre2013_154428,san jose,2700,4,5,1700
pre2013_55157,san jose,1550,2,2,975
pre2013_21712,san jose,3395,5,4,2045
pre2013_64118,san jose,1850,2,2,1050
pre2013_22208,san jose,1790,2,2,983
5774702445,san jose,2130,1,1,540
pre2013_38032,san jose,2210,3,2,1232
5274529644,san jose,2950,2,2,925
4845107893,san jose,2950,3,2.5,1730
4845178945,san jose,3200,0,2,1082
pre2013_46305,san jose,910,3,2,1330
pre2013_56791,san jose,1780,2,2,983
pre2013_57090,san jose,2150,3,2.5,1139
5810305444,san jose,2376,1,1,854
5815280065,san jose,2376,1,1,854
5815257915,san jose,2600,2,1,920
5793653699,san jose,2950,4,2,1500
5819625077,san jose,2230,2,1,834
5365215687,san jose,1900,2,2,950
pre2013_24000,san jose,2200,3,3,1518
5820665201,san jose,2450,2,2,988
pre2013_38737,san jose,1650,2,2,983
pre2013_26409,san jose,2100,3,2.5,1544
pre2013_58829,san jose,2397,2,2,1065
pre2013_58793,san jose,2750,4,2.5,1825
4977651923,san jose,2009,1,1,565
pre2013_66208,san jose,2204,2,2,1063
6359730568,san jose,2800,2,2,950
pre2013_49018,san jose,2300,3,2.5,1650
4988506937,san jose,3290,2,2,1221
5615302354,san jose,3050,2,2.5,1130
pre2013_59639,san jose,1625,1,1,715
5043395097,san jose,2366,1,1,565
3812270371,san jose,2746,2,2,1223
6447113864,san jose,3016,2,2,1204
5054776963,san jose,2500,2,1,920
pre2013_41142,san jose,2295,3,2.5,1432
6488631468,san jose,2530,1,1,801
pre2013_60872,san jose,1750,2,2,992
pre2013_60845,san jose,1850,3,1.5,1159
pre2013_60865,san jose,1900,3,2,1100
pre2013_45124,san jose,3475,5,4,2045
4645110123,san jose,2778,2,2,1058
pre2013_48119,san jose,2449,3,2,1232
pre2013_42021,san jose,2550,4,3,1918
pre2013_42479,san jose,2395,3,3,1670
6558763668,san jose,1500,1,1,500
5088750731,san jose,2550,1,1,796
6565260819,san jose,2350,1,1,798
pre2013_62117,san jose,1847,2,1,831
pre2013_21525,san jose,1970,1,1,664
pre2013_46327,san jose,1820,2,2,1028
pre2013_43237,san jose,1550,2,2,890
5449628139,san jose,3055,2,2,1064
5818463871,san jose,3000,4,2.5,1474
5470694702,san jose,3505,3,3,1438
pre2013_44786,san jose,1700,2,1,950
pre2013_60840,san jose,2800,4,2,1700
pre2013_64433,san jose,1950,2,2,1080
5302350198,san jose,2851,2,2,1276
pre2013_65768,san jose,2522,2,2,1069
pre2013_47393,san jose,1500,2,2,1100
5528873467,san jose,2600,2,2,1056
pre2013_67547,san jose,2700,3,1,1750
pre2013_47731,san jose,850,1,1,450
pre2013_12769,san jose,1750,4,1.5,1452
5547623628,san jose,3700,3,2,1412
5858978272,san jose,2995,3,3,1800
5368806861,san jose,2100,1,1,880
4442161988,san jose,1850,1,1,648
pre2013_48391,san jose,2060,2,2,1050
pre2013_48381,san jose,2100,3,2,1400
5382742254,san jose,1350,1,1,1150
pre2013_39089,san jose,2295,3,2.5,1407
pre2013_18189,san jose,2000,2,1,920
4600362396,san jose,3082,2,2,1044
pre2013_54166,san jose,2395,3,2,1225
pre2013_28297,san jose,1700,2,2,831
5413944989,san jose,1750,1,1,680
pre2013_40782,san jose,1665,1,1,730
pre2013_40785,san jose,1715,1,1,820
4807679109,san jose,3042,3,3,1303
pre2013_49562,san jose,1675,2,2,988
5419523217,san jose,2700,3,2.5,1130
pre2013_34647,san jose,2450,2,2,850
pre2013_71944,san jose,2750,4,4,1600
5741232724,san jose,2000,2,2,840
pre2013_50557,san jose,1350,2,1,800
pre2013_32738,san jose,2075,3,2,1200
pre2013_6304,san jose,2000,3,2.5,1407
4946015404,san jose,2085,0,1,532
pre2013_50902,san jose,2300,4,2.5,1500
5269295528,san jose,2650,2,1,920
pre2013_51196,san jose,2250,3,2,1370
4810242468,san jose,2700,3,2,1299
pre2013_52820,san jose,1843,1,1,760
4825332305,san jose,4155,3,2,1567
5286295813,san jose,2700,1,1,948
pre2013_34630,san jose,1680,2,2,983
pre2013_45131,san jose,1650,2,1.5,1003
5771020159,san jose,1400,1,1,1104
pre2013_56162,san jose,1790,2,2,983
4028357440,san jose,1700,2,2,984
4028343495,san jose,2600,4,2,1500
pre2013_160179,san jose,2400,3,2.5,1800
pre2013_35068,san jose,1750,3,1.5,1121
5570954112,san jose,3434,2,2,1168
6268273703,san jose,2600,3,2.5,1407
pre2013_35487,san jose,2275,3,2,1412
4865974157,san jose,2318,1,1,836
pre2013_66139,san jose,2095,4,2,1320
5403565630,san jose,3950,4,3,2009
4611718965,san jose,3003,2,2,1044
4988467500,san jose,1799,1,1,700
pre2013_47008,san jose,1798,1,1,820
5547561397,san jose,3813,3,2,1440
4700173015,san jose,1895,2,1,950
4700044247,san jose,2545,3,1,1240
4258050114,san jose,2050,2,2,850
pre2013_63695,san jose,2492,2,2,1065
4934960015,san jose,2500,2,1,920
pre2013_17444,san jose,1375,2,1,800
4807683911,san jose,2800,3,2,1300
6447224509,san jose,3300,3,1,1880
5830658273,san jose,2301,1,1,732
5286294457,san jose,2700,1,1,948
5511040091,san jose,2795,2,2,1450
pre2013_68054,san jose,1585,1,1,760
pre2013_58853,san jose,1645,1,1,732
pre2013_31398,san jose,1879,1,1,780
pre2013_31353,san jose,2950,2,2.5,1546
6508969481,san jose,3283,1,1,1001
pre2013_17982,san jose,2200,2,2,1335
pre2013_21075,san jose,3300,6,3,1516
6248867400,san jose,3695,3,2.5,2266
pre2013_48374,san jose,1900,2,2,850
5673932284,san jose,2983,2,2,1095
pre2013_44001,san jose,1995,3,2,1100
4645148979,san jose,2900,3,3,1522
4589280039,san jose,2750,3,2.5,1500
4600379326,san jose,4435,3,3,1405
pre2013_16679,san jose,2480,2,2,1223
pre2013_66168,san jose,1799,1,1,730
pre2013_66210,san jose,2040,1,1,780
6361619868,san jose,2400,2,2,988
4611884699,san jose,2550,2,2,981
4611648162,san jose,2602,2,2,923
4611802570,san jose,2700,3,2,1350
pre2013_40332,san jose,1712,2,2,1065
pre2013_40313,san jose,2099,2,2.5,1181
pre2013_48063,san jose,2500,3,3,1536
6447096965,san jose,2600,2,2,1092
5280394855,san jose,3200,2,2,1077
5763486647,san jose,3480,2,2,1018
6471899520,san jose,2795,2,1,1100
pre2013_41156,san jose,1675,2,2,988
pre2013_41166,san jose,1950,3,1.5,1200
pre2013_47747,san jose,2350,1,1.5,1160
5066102049,san jose,2575,2,1,778
4600400931,san jose,3200,3,3,1400
5346337751,san jose,2950,2,2,925
pre2013_21799,san jose,2550,3,2.5,1835
pre2013_61661,san jose,2190,3,2.5,1400
pre2013_61652,san jose,2650,3,2.5,1840
pre2013_48663,san jose,1850,3,1.5,1200
4658699442,san jose,3950,4,1,2000
5171349207,san jose,1960,1,1,639
5171344769,san jose,2695,2,2,1104
pre2013_66166,san jose,1799,1,1,730
5741211524,san jose,2950,2,2,934
5741165508,san jose,3350,4,2,1480
5413972885,san jose,3100,4,2,1582
pre2013_55423,san jose,2150,2,2.5,1248
pre2013_33721,san jose,1690,1,1,871
3803785009,san jose,1100,2,1,650
pre2013_16864,san jose,2300,3,2.5,1509
4951714494,san jose,3380,3,2.5,1605
pre2013_17494,san jose,1100,1,1,650
5054845403,san jose,2210,2,1,834
5763489485,san jose,2601,1,1,778
4945936402,san jose,2635,0,1,824
pre2013_47770,san jose,2750,4,3,1918
5404252087,san jose,3450,3,2.5,1920
5291326231,san jose,2786,0,2,1134
pre2013_48065,san jose,2450,4,2,1560
5965646626,san jose,3300,3,2,1216
pre2013_65283,san jose,2430,3,2.5,1476
6558769254,san jose,3500,3,2.5,1651
5088671586,san jose,3050,2,2,1223
5547565642,san jose,3948,3,3,1426
5514673975,san jose,2150,1,1,720
6589293338,san jose,2600,2,1,1000
pre2013_32698,san jose,1725,2,1,1080
pre2013_46665,san jose,2100,3,2,1400
6359738334,san jose,2657,1,2,1070
pre2013_62852,san jose,2400,4,2,1600
5674050950,san jose,3177,2,2.5,955
pre2013_42434,san jose,1750,2,2,850
4700157630,san jose,2550,3,2.5,1500
4600641485,san jose,2500,3,2,1234
pre2013_67076,san jose,1545,1,1,640
pre2013_17414,san jose,850,2,1,342
pre2013_43227,san jose,1680,2,2,922
pre2013_47756,san jose,1900,2,2,970
pre2013_44799,san jose,2104,2,2,1065
4924605662,san jose,3165,0,1,1128
4924660484,san jose,2980,3,2.5,1480
pre2013_41589,san jose,1741,1,1,820
pre2013_10476,san jose,2999,2,2,1050
4600651194,san jose,2275,1,1,785
pre2013_61281,san jose,2150,3,2,1203
4028331964,san jose,2550,3,3,1477
5965648977,san jose,2500,2,2,900
5077187975,san jose,2299,2,1,920
5591441740,san jose,3300,3,3.5,1700
pre2013_69971,san jose,1773,2,1,831
6388366398,san jose,2597,2,2,983
pre2013_72346,san jose,2200,2,2.5,1200
pre2013_69092,san jose,2600,4,3,1800
5626682861,san jose,3200,2,2.5,1481
pre2013_58821,san jose,2200,3,3,1700
4622918681,san jose,2950,2,2,1044
pre2013_60085,san jose,1750,2,2,992
4666985235,san jose,2412,1,2,1035
4977691247,san jose,2714,2,2,1119
4721644817,san jose,2695,3,3,1800
4168358898,san jose,2400,3,2,1200
pre2013_69536,san jose,2700,3,2.5,1930
pre2013_59205,san jose,2300,4,2,1320
6627369175,san jose,3299,1,1,936
5460206656,san jose,2595,2,1,732
5762954569,san jose,2795,2,2.5,1200
5606311696,san jose,3200,3,2,1275
pre2013_67994,san jose,2620,2,2,1188
4645131842,san jose,3170,2,2.5,1398
5423356818,san jose,4000,4,3,2009
pre2013_33670,san jose,2800,4,2,1839
pre2013_62467,san jose,2500,2,2.5,1130
pre2013_42008,san jose,1695,2,1,900
6616651140,san jose,3250,3,2,1100
pre2013_42485,san jose,2444,3,2,1232
pre2013_42405,san jose,3475,5,4,2045
4259300545,san jose,2800,3,2.5,1630
4834784816,san jose,2842,3,3,1303
5626669426,san jose,3000,2,2,1307
4624436748,san jose,3600,3,2.5,1887
4600374510,san jose,2420,1,1,758
pre2013_61238,san jose,1700,2,2,975
5955712962,san jose,3000,4,2,1590
pre2013_58399,san jose,1560,1,1,732
6643620341,san jose,3495,3,3.5,1587
pre2013_34149,san jose,2175,3,2,1200
pre2013_64468,san jose,1700,2,2,1080
5335602634,san jose,3658,3,1,1718
5788101170,san jose,2950,4,2,1500
pre2013_67996,san jose,2280,2,1,946
pre2013_39116,san jose,2900,5,3,2500
pre2013_10248,san jose,1900,2,2,850
5419539659,san jose,2600,1,1,948
pre2013_16989,san jose,1550,2,1,810
4634156055,san jose,2575,2,1,946
pre2013_41571,san jose,1200,1,1,650
3555687927,san jose,1990,1,1,778
3557585406,san jose,2525,2,2,1223
pre2013_46649,san jose,2217,2,2,1065
4595906248,san jose,2250,2,2,988
4608182040,san jose,2750,1,2,1300
5510703266,san jose,1650,1,1,400
5940340435,san jose,2549,2,2,1320
5798021532,san jose,2500,2,2,988
6603804906,san jose,3995,4,3,2280
pre2013_67998,san jose,2645,2,2,1188
5807520070,san jose,2700,3,1.5,1240
pre2013_43241,san jose,1675,2,2,988
pre2013_69031,san jose,2663,3,3,1303
5637689773,san jose,3202,2,2.5,1519
pre2013_69090,san jose,2600,4,3,1900
5796520439,san jose,3200,3,1,1100
pre2013_160422,san jose,1650,3,2.5,1700
pre2013_160702,san jose,1885,3,2,1350
pre2013_51192,san jose,4250,5,5,4477
5470697856,san jose,2441,2,2,901
4100705310,san jose,2990,3,2.5,1710
4137837629,san jose,2121,2,2,1095
4137837002,san jose,2163,2,2,1073
4137831602,san jose,2799,3,2,2799
4255640410,san jose,2535,2,2,1016
4442136214,san jose,2800,3,2,1236
pre2013_19451,san jose,1875,3,1.5,1200
pre2013_54458,san jose,2700,4,2.5,1710
4613279635,san jose,3800,4,3.5,2414
pre2013_62085,san jose,1800,1,1,800
4678124098,san jose,3500,5,2.5,2337
4673486894,san jose,3650,4,2.5,2100
pre2013_33654,san jose,1997,2,1,1002
pre2013_33697,san jose,2350,3,2,1407
pre2013_55817,san jose,1395,2,1,728
pre2013_115307,san jose,1100,2,1,900
pre2013_115304,san jose,1450,3,2,1100
4865960262,san jose,2500,2,2.5,1137
4865890395,san jose,2800,3,2,1350
4935147192,san jose,2122,1,1,659
4935269873,san jose,2696,3,2,1040
4935144835,san jose,2749,2,2,1016
4935295005,san jose,2950,4,2.5,1439
pre2013_121715,san jose,1799,4,2,1600
pre2013_58032,san jose,2500,3,2.5,1690
pre2013_58051,san jose,3900,5,4,3145
pre2013_38753,san jose,1645,2,1.5,950
6260664320,san jose,3550,3,3.5,1757
pre2013_58864,san jose,2223,3,2,1232
5066155110,san jose,2295,2,2,980
pre2013_140326,san jose,2645,4,2.5,2200
pre2013_154450,san jose,2450,3,3.5,2200
pre2013_42873,san jose,1594,1,1,659
pre2013_42847,san jose,2300,3,2,1400
pre2013_140929,san jose,1500,3,2.5,1900
pre2013_64117,san jose,1857,1,1,808
5291334721,san jose,2495,2,2,980
pre2013_45150,san jose,1300,2,1.5,1100
pre2013_67532,san jose,3200,5,2.5,2195
pre2013_48683,san jose,2385,4,2,1650
pre2013_69957,san jose,2500,4,2,1392
pre2013_13989,san jose,1900,3,2,1300
5628022089,san jose,1750,1,1,750
5419543159,san jose,4000,2,2,1050
pre2013_71423,san jose,1670,2,4,997
pre2013_14297,san jose,2100,2,2.5,1200
pre2013_49939,san jose,950,1,1,450
pre2013_14827,san jose,1200,1,1,700
pre2013_14565,san jose,1725,2,2,1040
pre2013_72349,san jose,2400,4,2,1518
5439444746,san jose,1460,3,2,1832
5439484598,san jose,2255,1,1,808
5470683435,san jose,2650,3,1.5,1235
pre2013_16221,san jose,1450,2,1.5,900
pre2013_16170,san jose,2000,4,2,1400
5481555506,san jose,2850,3,2,2700
5471014940,san jose,2950,2,2,1300
5481517145,san jose,3200,4,2,1390
pre2013_51849,san jose,1790,2,2,1070
pre2013_51869,san jose,1795,2,2,992
pre2013_83679,san jose,2400,4,2.5,2300
pre2013_37639,san jose,1250,2,1,800
5360323325,san jose,2565,0,1,1122
4264187225,san jose,1912,1,1,806
5547501902,san jose,2235,1,1,808
5382685415,san jose,3500,3,3,2200
pre2013_18023,san jose,2495,3,2.5,1250
pre2013_18519,san jose,2000,3,2,1094
4611944058,san jose,1849,2,1,930
pre2013_59665,san jose,1450,2,1,1000
pre2013_19453,san jose,1555,2,1,900
pre2013_71907,san jose,2400,3,2,1600
pre2013_71911,san jose,2500,4,2,1780
5673971140,san jose,2209,2,1,880
pre2013_32282,san jose,1375,1,1,720
pre2013_54862,san jose,2400,4,2.5,1545
pre2013_42818,san jose,2600,4,2.5,1450
4667272999,san jose,2680,3,2,1113
4657648353,san jose,2800,3,2.5,1512
4667286151,san jose,3000,3,2,1300
5729844979,san jose,1984,1,1,700
5729848682,san jose,2284,2,1,880
pre2013_32709,san jose,1700,2,2,850
pre2013_55176,san jose,1395,2,1.5,822
pre2013_55142,san jose,1804,1,1,808
pre2013_55165,san jose,2350,2,2,1350
pre2013_43634,san jose,2400,4,2,1397
4710823547,san jose,3200,3,3.5,2250
5470666024,san jose,2213,1,1,566
pre2013_34593,san jose,1395,1,1,648
pre2013_34644,san jose,1440,2,1,788
4834831663,san jose,2550,3,2,1400
pre2013_35102,san jose,2295,3,3,1800
pre2013_22799,san jose,1650,2,2,925
pre2013_35491,san jose,1800,3,1,900
pre2013_35477,san jose,2400,4,2.5,2200
pre2013_48705,san jose,2600,4,2,1598
pre2013_35991,san jose,1285,1,1,699
4855437325,san jose,1675,1,1,700
pre2013_36365,san jose,1800,2,2,997
4879198333,san jose,2550,3,2,1400
4864111024,san jose,3875,4,2,1859
4924615203,san jose,1850,2,1,900
pre2013_63726,san jose,1789,2,2,978
pre2013_57430,san jose,1775,2,1.5,873
pre2013_57409,san jose,1950,3,2,1300
pre2013_57418,san jose,2184,2,1,1002
4935243342,san jose,2000,2,1,900
4935189549,san jose,2700,2,2,1131
4935248678,san jose,3100,4,2,1850
pre2013_38025,san jose,1976,2,2,1028
pre2013_61653,san jose,2275,3,2,1246
pre2013_13167,san jose,1395,1,1,650
pre2013_48362,san jose,2000,2,2,1295
5369959560,san jose,2700,2,2,1100
pre2013_39096,san jose,2300,3,2,1576
pre2013_39062,san jose,2750,3,2,1605
pre2013_39060,san jose,2750,4,2,1605
pre2013_39079,san jose,3195,4,2.5,2297
5388375173,san jose,3250,4,2,1600
pre2013_58801,san jose,1250,1,1,543
pre2013_58833,san jose,1800,2,1,900
pre2013_39483,san jose,1585,2,2,910
pre2013_39488,san jose,2400,4,2,2000
4977660647,san jose,3800,3,2.5,1792
pre2013_59191,san jose,2395,3,2.5,1700
pre2013_49030,san jose,2200,3,2,1200
pre2013_39942,san jose,1750,2,1,925
4988583226,san jose,2368,2,1,836
5402516664,san jose,2295,2,2,992
pre2013_49311,san jose,2250,3,3,1800
pre2013_49290,san jose,3500,2,2,2700
5043414589,san jose,1825,1,1,581
pre2013_40745,san jose,4250,5,5,4477
6447124861,san jose,3200,3,1,1120
6447119860,san jose,3595,5,2,1559
pre2013_60445,san jose,2395,3,2.5,1700
pre2013_41165,san jose,2850,4,2.5,1950
pre2013_64446,san jose,2390,2,2,1131
pre2013_64483,san jose,2395,3,2.5,1700
5066170032,san jose,2146,1,1,659
pre2013_41566,san jose,1475,2,1,900
pre2013_41627,san jose,2088,2,2,1038
5429332131,san jose,2502,2,2,901
pre2013_61231,san jose,1345,3,2,1330
pre2013_61292,san jose,1400,2,1,798
pre2013_61268,san jose,1700,3,1.5,1200
pre2013_61305,san jose,1750,2,2,978
5672555237,san jose,4500,4,2.5,2450
pre2013_42070,san jose,2275,2,2,1294
pre2013_42055,san jose,4250,5,5,4477
6539203575,san jose,3395,3,2,1550
pre2013_61685,san jose,1600,2,2,1024
pre2013_42415,san jose,1850,2,2,1000
5076661162,san jose,1975,2,1,800
5088623507,san jose,2715,2,1,1002
6563245800,san jose,2095,2,1,1050
pre2013_65750,san jose,2580,5,2,1812
pre2013_77430,san jose,2995,3,2.5,2300
5729788187,san jose,2425,2,1,1001
pre2013_62454,san jose,1550,2,2,925
pre2013_62462,san jose,2600,4,2.5,1710
6591226412,san jose,3600,3,2.5,1810
3556051317,san jose,2600,3,2,1468
pre2013_44051,san jose,1500,2,1,810
4707298424,san jose,2550,3,2,1325
3812512508,san jose,1895,2,2,955
5354900254,san jose,2100,2,1,900
5275722764,san jose,1980,1,1,730
5280435264,san jose,2215,2,2,923
pre2013_142596,san jose,2350,4,2.5,2400
pre2013_64078,san jose,2650,4,2.5,1950
4825300966,san jose,3100,3,2.5,1580
5291344185,san jose,2350,2,1.5,924
pre2013_45119,san jose,1750,2,2,1000
5302345386,san jose,2095,2,1,880
pre2013_45530,san jose,920,3,2,1350
pre2013_45583,san jose,3500,4,3,2600
pre2013_65242,san jose,2300,4,2,1516
pre2013_65755,san jose,2095,4,2.5,1395
pre2013_48660,san jose,2300,3,2,1375
pre2013_46314,san jose,1000,1,1,800
pre2013_46274,san jose,1200,1,1,611
pre2013_14936,san jose,1950,2,2,1012
4858754133,san jose,1825,1,1,675
4865976124,san jose,2000,2,1,900
pre2013_66133,san jose,3750,4,2.5,2200
pre2013_47025,san jose,2600,3,2,2004
pre2013_10261,san jose,1636,1,1,760
4807619146,san jose,2400,2,1,1122
pre2013_67600,san jose,2330,2,2.5,1253
pre2013_67550,san jose,2400,4,2,1400
4262930628,san jose,2058,3,1.5,1235
3878923769,san jose,1875,1,1,768
4946091528,san jose,2975,4,2,1600
5777550216,san jose,2350,2,1,816
6546038972,san jose,3395,3,2,1550
5587533276,san jose,3078,2,2.5,1253
5393071647,san jose,3290,3,2.5,1600
pre2013_77453,san jose,2995,3,2.5,2300
pre2013_53793,san jose,1425,2,1,850
pre2013_18372,san jose,1495,3,2,1550
pre2013_78619,san jose,1650,2,1,1000
pre2013_69550,san jose,2112,2,2,1028
4865917224,san jose,2148,2,1,836
pre2013_13537,san jose,2400,3,2.5,1800
pre2013_49006,san jose,3750,4,3,3000
5410730001,san jose,2691,2,2,1074
pre2013_49301,san jose,2050,3,2,1132
pre2013_13770,san jose,2150,3,2.5,1309
pre2013_60095,san jose,1450,2,1,850
5628020890,san jose,2295,2,1,1001
5628009694,san jose,2950,3,2,1350
5624625051,san jose,4350,4,2,1859
5418996161,san jose,2105,2,1,880
5419019026,san jose,2295,2,2,980
5280418035,san jose,3400,3,2.5,1650
pre2013_60469,san jose,1550,2,1,930
5054883248,san jose,2189,1,1,811
5054912684,san jose,3500,4,2.5,1787
3878999059,san jose,1615,1,1.5,870
4645356945,san jose,3500,4,3,1800
6514150527,san jose,3500,3,2.5,1900
5410681677,san jose,2695,2,1,1252
pre2013_71876,san jose,2200,3,2,1123
pre2013_71903,san jose,2550,4,2,2009
pre2013_49967,san jose,2355,3,2,1265
pre2013_72389,san jose,2395,3,2.5,1378
5439516335,san jose,1700,2,1,800
5439483184,san jose,2372,2,2,901
pre2013_20913,san jose,1100,1,1,600
pre2013_56734,san jose,2375,3,3.5,1690
pre2013_55136,san jose,1950,3,2,1040
pre2013_21796,san jose,2200,3,2,1300
pre2013_43660,san jose,2580,4,3,2020
4255636896,san jose,2895,3,2.5,1650
pre2013_15460,san jose,2200,3,3,1450
5269339899,san jose,1775,0,1,432
5626544896,san jose,2300,2,1,903
5437362971,san jose,2800,3,2,1200
4721455818,san jose,2500,2,2,1000
3812552102,san jose,1495,2,1,810
pre2013_51852,san jose,2100,3,2,800
4805079774,san jose,2100,2,2,1020
5470758382,san jose,2906,3,2,1085
pre2013_52783,san jose,1650,2,1.5,1150
pre2013_52794,san jose,3100,4,3,2700
3878847995,san jose,1725,2,1,880
4946002315,san jose,2395,3,2,1121
5481475038,san jose,1380,3,2,1992
4956754019,san jose,2778,2,2.5,1253
pre2013_36346,san jose,1480,2,1,900
6268315582,san jose,2591,2,1,876
pre2013_65291,san jose,1250,2,1,800
5291337326,san jose,3329,2,1,1169
4151037422,san jose,2150,2,2,1070
pre2013_23171,san jose,1750,2,2,950
pre2013_8739,san jose,2500,4,2,2000
4855811901,san jose,1925,1,1,675
5819650251,san jose,2672,2,2,1070
pre2013_67104,san jose,1665,2,2,980
pre2013_67146,san jose,1700,2,1,953
pre2013_44387,san jose,3200,7,3,2336
4791680920,san jose,2800,4,2,1342
4629523998,san jose,3600,4,3.5,2450
4946057765,san jose,1650,0,1,458
4923289522,san jose,2250,2,1,1100
pre2013_52781,san jose,2270,3,3,1688
pre2013_57721,san jose,1945,2,2,1070
5830603928,san jose,2478,1,1,796
pre2013_17918,san jose,1650,2,2,1012
4956735638,san jose,3093,3,3,1366
5403435558,san jose,2395,3,2,1246
pre2013_68557,san jose,1800,2,1,1250
pre2013_21307,san jose,1795,2,2,950
pre2013_53449,san jose,1595,2,2,900
4848920088,san jose,2950,3,2,1468
6573805524,san jose,2000,2,1,530
6341146012,san jose,1899,1,1,636
4862766284,san jose,1925,1,1,675
6351576799,san jose,4450,5,3,2200
4611752622,san jose,3600,4,2,1750
4988482281,san jose,1755,1,1,640
5505089102,san jose,6480,6,4.5,4000
pre2013_18715,san jose,2450,3,2.5,1328
pre2013_54137,san jose,2495,3,2.5,1250
pre2013_54110,san jose,2595,4,1,1502
pre2013_59625,san jose,2600,4,2.5,1710
4924600743,san jose,2543,2,2,1070
6406041154,san jose,3410,3,3,1319
pre2013_23659,san jose,1485,3,2,1617
5628074396,san jose,2640,2,1,836
5280332160,san jose,2695,3,2,1050
4807708640,san jose,3950,4,1,2850
5829380487,san jose,3800,3,2.5,1573
5054857067,san jose,2950,4,2,1410
4596340111,san jose,2100,2,2,1050
4634377728,san jose,2800,4,2,1764
4634405394,san jose,3000,3,2,1520
pre2013_60892,san jose,2200,3,5,1043
3871199031,san jose,1800,2,2,912
5291309132,san jose,2254,2,1,836
4017879416,san jose,2300,3,2,1200
4645116465,san jose,2150,2,2,950
pre2013_61298,san jose,2950,3,2,2100
5672579313,san jose,4000,4,3.5,2900
4956678801,san jose,2150,2,2,915
4956744785,san jose,3200,3,2.5,1983
pre2013_32762,san jose,2550,3,3,1850
pre2013_61670,san jose,2450,2,2,1400
pre2013_21247,san jose,1750,2,2,920
pre2013_21944,san jose,1750,3,1.5,1200
pre2013_32248,san jose,1836,2,2,1016
pre2013_69049,san jose,1950,2,1,1070
5393152623,san jose,2850,3,1.5,1200
4834934331,san jose,1995,2,1,980
6305910764,san jose,2688,2,1,1051
5729858459,san jose,3028,2,2.5,1253
pre2013_23115,san jose,1200,2,1,850
pre2013_32740,san jose,2000,3,2,1500
pre2013_32724,san jose,2200,3,2,1375
4240290743,san jose,2595,3,2,1442
pre2013_62864,san jose,1775,2,2,1124
3562529059,san jose,2600,4,2,1600
6627370279,san jose,3500,4,2.5,1900
pre2013_36750,san jose,1395,2,1,910
5344272790,san jose,2474,1,1,771
5269360737,san jose,3403,3,3,1366
pre2013_31388,san jose,2750,3,2.5,1630
pre2013_55432,san jose,2650,3,2.5,2033
pre2013_22049,san jose,2900,5,2.5,1740
5460150255,san jose,2150,1,1,763
4716365038,san jose,1600,1,1,543
5264822156,san jose,1150,1,1,200
6455330819,san jose,2299,2,1,863
pre2013_64098,san jose,1695,3,2,991
pre2013_55830,san jose,2150,2,2.5,1264
pre2013_65305,san jose,1895,2,2.5,1420
5362084599,san jose,3250,3,2.5,1700
5804835034,san jose,3175,3,3,1800
pre2013_59640,san jose,1650,2,1,1100
pre2013_60884,san jose,2180,2,2,1228
5830644465,san jose,1875,1,1,674
3878949321,san jose,2394,2,2,1180
pre2013_34576,san jose,2100,3,2,1187
6516605578,san jose,4475,4,3,2100
4845168439,san jose,2595,2,2,845
4822997365,san jose,2600,2,2.5,1198
pre2013_66138,san jose,1985,3,2,1200
4855588154,san jose,2900,3,2.5,1798
pre2013_66652,san jose,2500,2,2.5,1228
5043469700,san jose,2411,2,2,950
5514553717,san jose,1900,2,1,798
pre2013_67535,san jose,1627,1,1,760
4847419497,san jose,1900,2,1,841
5797199122,san jose,850,1,3,210
